IRSZ;nev;utotag;ker
1171;Laffert;utca;XVII
1111;Lágymányosi;utca;XI
1046;Lahner György;utca;IV
1023;Lajos;utca;II
1036;Lajos;utca;III
1162;Lajos;utca;XVI
1188;Lajos;utca;XVIII
1222;Lajos;utca;XXII
1171;Lajosház;utca;XVII
1171;Lajosház;köz;XVII
1185;Lajta;utca;XVIII
1203;Lajtha László;utca;XX
1037;Lajtorja;utca;III
1165;Lakat;utca;XVI
1164;Lakatos;utca;XVI
1184;Lakatos;út;XVIII
1182;Lakitelek;utca;XVIII
1048;Lakkozó;utca;IV
1163;Lakó;utca;XVI
1033;Laktanya;utca;III
1142;Laky;köz;XIV
1142;Laky Adolf;utca;XIV
1145;Laky Adolf;utca;XIV
1202;Lámpa;utca;XX
1105;Lámpagyár;utca;X
1214;Lámpás;utca;XXI
1222;Lánc;utca;XXII
1029;Láncfű;utca;II
1013;Lánchíd;utca;I
1183;Láncszem;utca;XVIII
1225;Landler;utca;XXII
1163;Lándzsa;tér;XVI
1163;Lándzsa;utca;XVI
1238;Láng Endre;utca;XXIII
1047;Langlet Waldemár;utca;IV
1037;Lángliliom;utca;III
1106;Lángvirág;utca;X
1112;Lanka;utca;XI
1213;Lankás;utca;XXI
1014;Lant;utca;I
1188;Lant;utca;XVIII
1171;Lantos;utca;XVII
1174;Lányi Antal;utca;XVII
1145;Lapály;utca;XIV
1164;Lapát;utca;XVI
1238;Lapátos;utca;XXIII
1239;Lápos;utca;XXIII
1164;Lapos;utca;XVI
1164;Lapos;köz;XVI
1112;Lappantyú;utca;XI
1112;Lapu;utca;XI
1112;Laska;utca;XI
1172;Laskó;utca;XVII
1164;Lassú;utca;XVI
1165;László;utca;XVI
1182;Lászlófalva;utca;XVIII
1041;Latabár Kálmán;utca;IV
1172;Látóhegy;utca;XVII
1029;Látóhegyi;út;II
1138;Latorca;utca;XIII
1185;Latorca;utca;XVIII
1204;Latorca;utca;XX
1113;Laufenauer;utca;XI
1125;Laura;út;XII
1121;Laura;út;XII
1239;Láva;utca;XXIII
1239;Láva;köz;XXIII
1104;Lavotta;utca;X
1065;Lázár;utca;VI
1202;Lázár;utca;XX
1204;Lázár;utca;XX
1173;Lázár deák;utca;XVII
1046;Lázár Vilmos;utca;IV
1213;Lázár Vilmos;utca;XXI
1188;Lea;utca;XVIII
1151;Leánder;sétány;XV
1033;Leányfalu;utca;III
1221;Leányka;utca;XXII
1029;Léc;utca;II
1095;Lechner Ödön;fasor;IX
1119;Lecke;utca;XI
1165;Légcsavar;utca;XVI
1174;Légcsavar;köz;XVII
1238;Legelő;utca;XXIII
1162;Legenda;utca;XVI
1163;Legény;utca;XVI
1163;Legény;köz;XVI
1157;Legénybíró;utca;XV
1112;Legényes;utca;XI
1106;Legényrózsa;utca;X
1031;Légió;utca;III
1081;Légszesz;utca;VIII
1221;Legyező;utca;XXII
1237;Legyezőfű;utca;XXIII
1028;Lehel;utca;II
1039;Lehel;utca;III
1062;Lehel;utca;VI
1134;Lehel;tér;XIII
1134;Lehel;utca;XIII
1135;Lehel;utca;XIII
1155;Lehel;utca;XV
1183;Lehel;utca;XVIII
1191;Lehel;utca;XIX
1201;Lehel;utca;XX
1224;Lehel;utca;XXII
1041;Lebstück Mária;utca;IV
1042;Lebstück Mária;utca;IV
1043;Lebstück Mária;utca;IV
1045;Lebstück Mária;utca;IV
1119;Leiningen;út;XI
1193;Leiningen;utca;XIX
1202;Leiningen;utca;XX
1046;Leiningen Károly;utca;IV
1152;Leiningen Károly;utca;XV
1221;Lejáró;köz;XXII
1124;Lejtő;út;XII
1221;Lejtős;köz;XXII
1142;Léka;utca;XIV
1039;Lékai Bíboros;tér;III
1125;Lelesz;utca;XII
1171;Lemberg;utca;XVII
1028;Len;utca;II
1107;Lencse;utca;X
1062;Lendvay;utca;VI
1108;Lenfonó;utca;X
1164;Lengő;utca;XVI
1148;Lengyel;utca;XIV
1096;Lenhossék;utca;IX
1238;Lenke;utca;XXIII
1188;Lenke;utca;XVIII
1201;Lenke;utca;XX
1171;Lenkeház;utca;XVII
1184;Lenkei;utca;XVIII
1097;Lenkei János;utca;IX
1188;Lenvászon;utca;XVIII
1151;Lenvirág;utca;XV
1082;Leonardo da Vinci;utca;VIII
1083;Leonardo da Vinci;köz;VIII
1223;Lépcsős;utca;XXII
1031;Lepence;utca;III
1112;Lépés;utca;XI
1026;Lepke;utca;II
1221;Lepke;utca;XXII
1026;Lepke;köz;II
1171;Lepkeszeg;utca;XVII
1165;Lepkevirág;utca;XVI
1028;Leshegy;utca;II
1037;Lestyán;utca;III
1174;Létai András;utca;XVII
1112;Létra;utca;XI
1146;Lev Tolsztoj;sétány;XIV
1165;Léva;utca;XVI
1183;Léva;utca;XVIII
1194;Léva;utca;XIX
1204;Léva;utca;XX
1022;Lévay;utca;II
1222;Lévay;utca;XXII
1023;Levél;utca;II
1223;Leveles;utca;XXII
1124;Levendula;utca;XII
1183;Levente;utca;XVIII
1112;Libella;köz;XI
1224;Libertás;utca;XXII
1121;Lidérc;utca;XII
1121;Lidérc;köz;XII
1223;Lídia;utca;XXII
1146;Liezen-Mayer;sétány;XIV
1102;Liget;tér;X
1038;Liget;utca;III
1102;Liget;utca;X
1183;Liget;utca;XVIII
1201;Liget;utca;XX
1213;Liget;utca;XXI
1172;Liget;sor;XVII
1097;Likőr;utca;IX
1164;Lila;utca;XVI
1174;Lilaakác;utca;XVII
1171;Lilaorgona;utca;XVII
1238;Lilik;utca;XXIII
1028;Liliom;utca;II
1094;Liliom;utca;IX
1204;Liliom;utca;XX
1213;Liliom;utca;XXI
1222;Liliom;utca;XXII
1237;Liliomfa;utca;XXIII
1031;Lilla;utca;III
1163;Lillafüred;utca;XVI
1149;Limanova;tér;XIV
1149;Limanova;utca;XIV
1149;Limanova;köz;XIV
1165;Linda;tér;XVI
1015;Linzi;lépcső;I
1163;Lipcse;utca;XVI
1163;Lipót;utca;XVI
1021;Lipótmezei;út;II
1141;Lipótvár;utca;XIV
1083;Lippa;utca;VIII
1027;Lipthay;utca;II
1124;Liptó;utca;XII
1213;Liptói;utca;XXI
1029;Líra;utca;II
1016;Lisznyai;utca;I
1238;Liszt;utca;XXIII
1041;Liszt Ferenc;utca;IV
1047;Liszt Ferenc;utca;IV
1061;Liszt Ferenc;tér;VI
1172;Liszt Ferenc;utca;XVII
1184;Liszt Ferenc;utca;XVIII
1222;Liszt Ferenc;út;XXII
1184;Liszt Ferenc;köz;XVIII
1155;Litva;utca;XV
1025;Lívia;utca;II
1238;Lóállás;utca;XXIII
1163;Lobbanó;utca;XVI
1098;Lobogó;utca;IX
1164;Lóca;utca;XVI
1022;Lóczy Lajos;utca;II
1164;Locsoló;utca;XVI
1012;Logodi;utca;I
1149;Lohr Ferenc;sétány;XIV
1172;Lokátor;utca;XVII
1087;Lokomotív;utca;VIII
1224;Lókos;utca;XXII
1083;Lósy Imre;utca;VIII
1139;Lomb;utca;XIII
1163;Lombos;utca;XVI
1185;Lomnic;utca;XVIII
1213;Lomnici;utca;XXI
1221;Lomnici;utca;XXII
1118;Lonka;utca;XI
1093;Lónyay;utca;IX
1125;Lóránt;köz;XII
1125;Lóránt;út;XII
1022;Lorántffy Zsuzsanna;út;II
1026;Lorántffy Zsuzsanna;lépcső;II
1043;Lorántffy Zsuzsanna;utca;IV
1239;Lórév;utca;XXIII
1039;Losonc;utca;III
1185;Losonc;utca;XVIII
1202;Losonc;utca;XX
1083;Losonci;tér;VIII
1083;Losonci;utca;VIII
1221;Losonci;utca;XXII
1012;Lotharingiai Károly;park;I
1026;Lotz Károly;utca;II
1046;Lotz Károly;utca;IV
1066;Lovag;utca;VI
1014;Lovarda;utca;I
1012;Lovas;út;I
1238;Lovas;utca;XXIII
1087;Lóvásár;utca;VIII
1084;Lovassy László;utca;VIII
1151;Lóvasút;köz;XV
1147;Lovász;utca;XIV
1106;Lovasvölgyi;utca;X
1048;Lóverseny;tér;IV
1165;Lőtér;utca;XVI
1163;Lőcs;utca;XVI
1185;Lőcse;utca;XVIII
1202;Lőcse;utca;XX
1046;Lőcsei;utca;IV
1147;Lőcsei;út;XIV
1212;Lőcsei;utca;XXI
1222;Lőcsei;utca;XXII
1158;Lőcsevár;utca;XV
1165;Lőpor;utca;XVI
1031;Lőpormalom;utca;III
1134;Lőportár;utca;XIII
1117;Lőportorony;utca;XI
1038;Lőrinc;tér;III
1041;Lőrinc;utca;IV
1088;Lőrinc pap;tér;VIII
1174;Lőrinci;út;XVII
1188;Lőrinci;út;XVIII
1112;Löveg;utca;XI
1173;Lövész;köz;XVII
1171;Lövész;utca;XVII
1024;Lövőház;utca;II
1068;Lövölde;tér;VI
1071;Lövölde;tér;VII
1043;Lőwy Izsák;utca;IV
1023;Lublói;utca;II
1101;Luca;köz;X
1112;Lucerna;köz;XI
1164;Lucernás;utca;XVI
1164;Lucernás;köz;XVI
1163;Lucfenyő;utca;XVI
1238;Lúd;utca;XXIII
1238;Ludány;utca;XXIII
1238;Ludány;köz;XXIII
1173;Ludas;utca;XVII
1083;Ludovika;tér;VIII
1171;Lugas;utca;XVII
1185;Lugos;utca;XVIII
1222;Lugosi;utca;XXII
1086;Lujza;utca;VIII
1188;Lujza;utca;XVIII
1023;Lukács;utca;II
1039;Lukács György;utca;III
1151;Lukácsi Sándor;utca;XV
1026;Lupény;utca;II
1087;Luther;utca;VIII
1044;Luther Márton;utca;IV
1172;Lyka Károly;utca;XVII
1152;Mackó;utca;XV
1031;Mácsonya;utca;III
1046;Madách;utca;IV
1158;Madách;utca;XV
1161;Madách;utca;XVI
1192;Madách;utca;XIX
1201;Madách;utca;XX
1204;Madách;utca;XX
1214;Madách;utca;XXI
1221;Madách;utca;XXII
1075;Madách Imre;tér;VII
1075;Madách Imre;út;VII
1181;Madách Imre;utca;XVIII
1025;Madár;utca;II
1119;Madaras;utca;XI
1097;Madaras József;tér;IX
1194;Madarassy László;utca;XIX
1221;Madarász;köz;XXII
1182;Madarász;utca;XVIII
1131;Madarász Viktor;utca;XIII
1138;Madarász Viktor;utca;XIII
1112;Madárhegy;utca;XI
1112;Madárhegyi;út;XI
1044;Madéfalva;utca;IV
1118;Maderspach Károlyné;utca;XI
1104;Mádi;utca;X
1105;Mádi;utca;X
1108;Mádi;utca;X
1105;Mádi;köz;X
1045;Madridi;utca;IV
1131;Madridi;utca;XIII
1041;Mády Lajos;utca;IV
1039;Madzsar József;utca;III
1214;Mag;utca;XXI
1015;Magas;utca;I
1121;Magas;út;XII
1222;Magasház;utca;XXII
1211;Magasházy;utca;XXI
1224;Magaslati;utca;XXII
1221;Magasles;utca;XXII
1121;Magasút;dűlő;XII
1121;Magasúti;köz;XII
1121;Magasúti;lejtő;XII
1029;Magdolna;utca;II
1086;Magdolna;utca;VIII
1221;Magdolna;utca;XXII
1106;Maglódi;út;X
1108;Maglódi;út;X
1139;Máglya;köz;XIII
1116;Mágnes;utca;XI
1037;Magnólia;utca;III
1164;Magtár;utca;XVI
1174;Magvető;utca;XVII
1053;Magyar;utca;V
1152;Magyar;utca;XV
1202;Magyar;utca;XX
1204;Magyar;utca;XX
1212;Magyar;utca;XXI
1221;Magyar;utca;XXII
1014;Magyar asszonyok;bástyája;I
1122;Magyar jakobinusok;tere;XII
1193;Magyar László;utca;XIX
1117;Magyar Nobel-díjasok;útja;XI
1174;Magyar Szárnyak;utca;XVII
1117;Magyar tudósok;körútja;XI
1213;Magyarádi;utca;XXI
1106;Magyarfalu;utca;X
1172;Magyarhida;utca;XVII
1114;Magyari István;utca;XI
1201;Magyarok Nagyasszonya;tér;XX
1163;Magyarvár;utca;XVI
1116;Mahunka Imre;tér;XI
1025;Majális;utca;II
1147;Majolika;utca;XIV
1119;Major;utca;XI
1119;Major;köz;XI
1037;Majoranna;utca;III
1238;Majori;út;XXIII
1239;Majosháza;utca;XXIII
1118;Május;utca;XI
1185;Május 1.;tér;XVIII
1222;Május 1.;utca;XXII
1165;Májusfa;utca;XVI
1022;Mák;utca;II
1212;Makád;utca;XXI
1107;Makk;utca;X
1213;Makkos;utca;XXI
1116;Makó Pál;utca;XI
1181;Makói;utca;XVIII
1112;Mákvirág;köz;XI
1105;Maláta;köz;X
1105;Maláta;utca;X
1118;Maléter Pál;utca;XI
1011;Málna;utca;I
1106;Malomárok;utca;X
1028;Malom csárda;utca;II
1147;Malomház;utca;XIV
1031;Malomkerék;utca;III
1164;Malomkerék;tér;XVI
1183;Malomkő;utca;XVIII
1193;Malomkő;utca;XIX
1048;Malomvíz;utca;IV
1182;Mályinka;utca;XVIII
1141;Mályva;tér;XIV
1141;Mályva;utca;XIV
1213;Mályva;utca;XXI
1141;Mályva;köz;XIV
1161;Mályvarózsa;utca;XVI
1025;Mandula;utca;II
1221;Mandula;utca;XXII
1224;Mandulafa;utca;XXII
1224;Mandulavirág;utca;XXII
1023;Mansfeld Péter;park;II
1173;Mansfeld Péter;utca;XVII
1211;Mansfeld Péter;utca;XXI
1118;Mányoki;út;XI
1194;Mányoki;utca;XIX
1185;Mányoki Ádám;utca;XVIII
1173;Marabu;utca;XVII
1037;Máramaros;út;III
1037;Máramaros;köz;III
1162;Máramarosi;utca;XVI
1213;Máramarosi;út;XXI
1222;Máramarosi;utca;XXII
1185;Máramarossziget;utca;XVIII
1162;Marcell;utca;XVI
1022;Marczibányi;tér;II
1118;Március;utca;XI
1056;Március 15.;tér;V
1225;Március 15.;utca;XXII
1185;Marczali;tér;XVIII
1078;Marek József;utca;VII
1182;Márfa;utca;XVIII
1125;Márffy;utca;XII
1103;Márga;utca;X
1103;Márga;köz;X
1126;Margaréta;utca;XII
1023;Margit;tér;II
1023;Margit;utca;II
1163;Margit;utca;XVI
1165;Margit;utca;XVI
1192;Margit;utca;XIX
1223;Margit;utca;XXII
1024;Margit;körút;II
1027;Margit;körút;II
1162;Margitháza;utca;XVI
1039;Margitliget;utca;III
1007;Margitsziget;sziget;0
1039;Margó;utca;III
1181;Margó Tivadar;utca;XVIII
1186;Margó Tivadar;utca;XVIII
1011;Mária;tér;I
1021;Mária;út;II
1028;Mária;utca;II
1039;Mária;utca;III
1085;Mária;utca;VIII
1161;Mária;utca;XVI
1203;Mária;utca;XX
1224;Mária;utca;XXII
1028;Máriahegy;dűlő;II
1028;Máriahegy;utca;II
1213;Mária királyné;útja;XXI
1221;Mária Terézia;utca;XXII
1028;Máriaremetei;út;II
1029;Máriaremetei;út;II
1224;Máriás;utca;XXII
1095;Máriássy;utca;IX
1138;Marina;sétány;XIII
1055;Markó;utca;V
1011;Markovits Iván;utca;I
1085;Márkus Emília;utca;VIII
1092;Markusovszky;tér;IX
1223;Márna;utca;XXII
1213;Marógép;utca;XXI
1116;Marokszedő;utca;XI
1028;Maros;utca;II
1039;Maros;utca;III
1122;Maros;utca;XII
1185;Maros;utca;XVIII
1212;Maros;utca;XXI
1224;Maros;utca;XXII
1237;Maros;utca;XXIII
1194;Maros;köz;XIX
1173;Marosfő;utca;XVII
1173;Maroshévíz;utca;XVII
1048;Marosújvár;utca;IV
1182;Marosvásárhely;utca;XVIII
1202;Marót;utca;XX
1214;Mars;utca;XXI
1223;Márta;utca;XXII
1172;Martin;utca;XVII
1172;Martin;köz;XVII
1212;Martinász;utca;XXI
1105;Martinovics;tér;X
1174;Martinovics;utca;XVII
1183;Martinovics;tér;XVIII
1192;Martinovics;utca;XIX
1205;Martinovics;utca;XX
1214;Martinovics;utca;XXI
1155;Martinovics Ignác;utca;XV
1149;Martinuzzi;kert;XIV
1202;Mártírok;útja;XX
1204;Mártírok;útja;XX
1205;Mártírok;útja;XX
1043;Mártírok;útja;IV
1038;Márton;út;III
1094;Márton;utca;IX
1038;Márton;köz;III
1112;Márton Áron;tér;XI
1121;Mártonfa;utca;XII
1205;Mártonffy;utca;XX
1121;Mártonhegyi;út;XII
1124;Mártonhegyi;út;XII
1121;Mártonlak;utca;XII
1121;Mártonvölgy;utca;XII
1124;Mártonvölgy;utca;XII
1012;Márvány;utca;I
1126;Márvány;utca;XII
1221;Márvány;utca;XXII
1163;Máté;utca;XVI
1239;Máté apostol;utca;XXIII
1163;Mátéháza;utca;XVI
1163;Mátészalka;utca;XVI
1161;Matild;utca;XVI
1172;Mátka;utca;XVII
1224;Mátra;köz;XXII
1028;Mátra;utca;II
1165;Mátra;utca;XVI
1213;Mátra;utca;XXI
1224;Mátra;utca;XXII
1163;Mátrafüred;utca;XVI
1012;Mátray;utca;I
1033;Matróz;utca;III
1213;Matróz;utca;XXI
1046;Mátyás;tér;IV
1084;Mátyás;tér;VIII
1093;Mátyás;utca;IX
1152;Mátyás;utca;XV
1203;Mátyás;utca;XX
1211;Mátyás;utca;XXI
1121;Mátyás király;köz;XII
1039;Mátyás király;út;III
1121;Mátyás király;út;XII
1125;Mátyás király;út;XII
1162;Mátyás király;utca;XVI
1165;Mátyás király;tér;XVI
1181;Mátyás király;utca;XVIII
1191;Mátyás király;utca;XIX
1204;Mátyás király;tér;XX
1224;Mátyás király;utca;XXII
1165;Mátyásdomb;tér;XVI
1165;Mátyásföldi;tér;XVI
1037;Mátyáshegyi;út;III
1037;Mátyáshegyi;köz;III
1125;Matyó;utca;XII
1182;Mayerffy Ferenc;utca;XVIII
1213;Mázoló;utca;XXI
1107;Mázsa;tér;X
1107;Mázsa;utca;X
1162;Mazsola;utca;XVI
1025;Mecenzéf;utca;II
1024;Mechwart;lépcső;II
1024;Mechwart;tér;II
1024;Mechwart;liget;II
1213;Mecseki;utca;XXI
1222;Mécses;utca;XXII
1023;Mecset;utca;II
1037;Mécsvirág;utca;III
1238;Meddőhányó;utca;XXIII
1213;Medence;utca;XXI
1238;Meder;utca;XXIII
1138;Meder;utca;XIII
1039;Medgyessy Ferenc;utca;III
1185;Mednyánszky;utca;XVIII
1027;Medve;utca;II
1213;Medve;utca;XXI
1037;Medvehagyma;utca;III
1103;Medveszőlő;utca;X
1112;Medvetalp;utca;XI
1038;Meggy;utca;III
1223;Meggyes;utca;XXII
1033;Meggyfa;utca;III
1035;Meggyfa;utca;III
1214;Meggyfa;utca;XXI
1223;Meggyvágó;utca;XXII
1183;Megyer;utca;XVIII
1044;Megyeri;út;IV
1048;Megyeri;út;IV
1029;Méh;utca;II
1171;Méhecske;utca;XVII
1106;Méhes;utca;X
1213;Méhes;utca;XXI
1116;Méhész;utca;XI
1221;Méhész;utca;XXII
1222;Méhkas;köz;XXII
1174;Melczer;utca;XVII
1121;Melinda;út;XII
1038;Mély;utca;III
1213;Mély;utca;XXI
1151;Mélyfúró;utca;XV
1116;Mélykút;utca;XI
1108;Mélytó;utca;X
1173;Mendei;utca;XVII
1037;Menedékház;utca;III
1118;Menedékes;utca;XI
1118;Ménesi;út;XI
1222;Ménes;utca;XXII
1131;Menyasszony;utca;XIII
1118;Menta;utca;XI
1155;Mentő;utca;XV
1112;Menyecske;utca;XI
1121;Menyét;út;XII
1162;Menyhért;utca;XVI
1124;Méra;utca;XII
1112;Meredek;utca;XI
1124;Meredek;utca;XII
1222;Merész;utca;XXII
1214;Merkur;utca;XXI
1051;Mérleg;utca;V
1222;Mérleg;utca;XXII
1119;Mérnök;utca;XI
1185;Mérő;utca;XVIII
1171;Merzse;utca;XVII
1121;Mese;utca;XII
1121;Mese;köz;XII
1237;Mesgye;utca;XXIII
1028;Mester;utca;II
1095;Mester;utca;IX
1097;Mester;utca;IX
1116;Mesterházy;utca;XI
1222;Mész;utca;XXII
1016;Mészáros;utca;I
1165;Mészáros József;utca;XVI
1192;Mészáros Lőrinc;utca;XIX
1194;Mészáros Lőrinc;utca;XIX
1196;Mészáros Lőrinc;utca;XIX
1029;Mészégető;utca;II
1164;Meszes;utca;XVI
1031;Mészkő;utca;III
1114;Mészöly;utca;XI
1186;Méta;utca;XVIII
1194;Méta;utca;XIX
1108;Meténg;utca;X
1213;Méter;utca;XXI
1163;Metró;utca;XVI
1142;Mexikói;út;XIV
1145;Mexikói;út;XIV
1149;Mexikói;út;XIV
1222;Méz;utca;XXII
1202;Mézes;utca;XX
1222;Mézesfehér;utca;XXII
1155;Mézeskalács;tér;XV
1038;Mező;utca;III
1222;Mező;utca;XXII
1171;Mező;köz;XVII
1171;Mezőcsát;utca;XVII
1171;Mezőhegyes;utca;XVII
1117;Mezőkövesd;út;XI
1116;Mezőkövesd;út;XI
1237;Mezőlak;utca;XXIII
1171;Mezőőr;utca;XVII
1162;Mezősas;utca;XVI
1173;Mezőtárkány;utca;XVII
1119;Mezőtúr;utca;XI
1171;Mezővár;utca;XVII
1028;Miatyánk;utca;II
1051;Miatyánk;utca;V
1237;Micimackó;utca;XXIII
1221;Mihalik Sándor;utca;XXII
1091;Mihálkovics;utca;IX
1016;Mihály;utca;I
1192;Mikes;utca;XIX
1221;Mikes;utca;XXII
1028;Mikes Kelemen;utca;II
1046;Mikes Kelemen;utca;IV
1112;Mikes Kelemen;utca;XI
1181;Mikes Kelemen;utca;XVIII
1201;Mikes Kelemen;utca;XX
1214;Mikes Kelemen;utca;XXI
1046;Mikes Kelemen;köz;IV
1033;Miklós;tér;III
1033;Miklós;utca;III
1165;Miklós;utca;XVI
1223;Miklósvár;utca;XXII
1012;Mikó;utca;I
1194;Mikó Sándor;utca;XIX
1037;Mikoviny;utca;III
1205;Mikszáth;utca;XX
1028;Mikszáth Kálmán;utca;II
1046;Mikszáth Kálmán;utca;IV
1088;Mikszáth Kálmán;tér;VIII
1184;Mikszáth Kálmán;utca;XVIII
1193;Mikszáth Kálmán;utca;XIX
1161;Milán;utca;XVI
1047;Mildenberger;utca;IV
1047;Mildenberger;köz;IV
1239;Millennium;utca;XXIII
1146;Mimóza;utca;XIV
1174;Minár Gyula;utca;XVII
1124;Mindenszentek;tere;XII
1084;Mindszenty József;tér;VIII
1121;Mindszenty József bíboros;tér;XII
1118;Minerva;utca;XI
1223;Minta;utca;XXII
1224;Mintakert;utca;XXII
1141;Mirtusz;utca;XIV
1141;Miskolci;utca;XIV
1142;Miskolci;utca;XIV
1147;Miskolci;utca;XIV
1031;Mocsaras;dűlő;III
1239;Mocsaras;utca;XXIII
1021;Modori;utca;II
1224;Mogyoró;utca;XXII
1151;Mogyoród;útja;XV
1141;Mogyoródi;út;XIV
1143;Mogyoródi;út;XIV
1148;Mogyoródi;út;XIV
1149;Mogyoródi;út;XIV
1213;Mogyorós;utca;XXI
1121;Moha;köz;XII
1121;Moha;utca;XII
1135;Mohács;utca;XIII
1119;Mohai;út;XI
1119;Mohai;köz;XI
1164;Mokány;utca;XVI
1036;Mókus;utca;III
1162;Mókus;utca;XVI
1213;Mókus;út;XXI
1238;Molnár;utca;XXIII
1056;Molnár;utca;V
1083;Molnár Ferenc;tér;VIII
1165;Molnár István;sétány;XVI
1194;Molnár József;utca;XIX
1158;Molnár Viktor;utca;XV
1125;Monda;utca;XII
1105;Mongol;utca;X
1162;Monoki;utca;XVI
1174;Monoplán;köz;XVII
1101;Monori;utca;X
1031;Monostori;út;III
1037;Montevideo;utca;III
1135;Mór;utca;XIII
1014;Móra Ferenc;utca;I
1183;Móra Ferenc;utca;XVIII
1213;Móri;utca;XXI
1117;Móricz Zsigmond;körtér;XI
1111;Móricz Zsigmond;körtér;XI
1114;Móricz Zsigmond;körtér;XI
1183;Móricz Zsigmond;utca;XVIII
1193;Móricz Zsigmond;utca;XIX
1223;Móricz Zsigmond;út;XXII
1151;Morzsa;utca;XV
1028;Mosbach;park;II
1131;Mosoly;utca;XIII
1087;Mosonyi;utca;VIII
1141;Mosztár;utca;XIV
1213;Motor;utca;XXI
1211;Motorkerékpár;utca;XXI
1033;Mozaik;utca;III
1155;Mozdony;utca;XV
1155;Mozdonyfűtő;utca;XV
1155;Mozdonyvezető;utca;XV
1066;Mozsár;utca;VI
1029;Muflon;utca;II
1028;Muhar;utca;II
1222;Muhi;utca;XXII
1185;Munkács;utca;XVIII
1193;Munkácsy;utca;XIX
1222;Munkácsy;utca;XXII
1046;Munkácsy Mihály;utca;IV
1063;Munkácsy Mihály;utca;VI
1205;Munkácsy Mihály;utca;XX
1074;Munkás;utca;VII
1201;Munkásház;utca;XX
1042;Munkásotthon;utca;IV
1043;Munkásotthon;utca;IV
1138;Mura;utca;XIII
1182;Muraköz;utca;XVIII
1025;Muraközi;utca;II
1078;Murányi;utca;VII
1192;Murányi;utca;XIX
1214;Murányi;utca;XXI
1221;Murányi;utca;XXII
1172;Muránykő;utca;XVII
1124;Muskátli;utca;XII
1183;Muskátli;utca;XVIII
1213;Muskátli;utca;XXI
1112;Muskétás;utca;XI
1118;Muskotály;utca;XI
1118;Muskotály;köz;XI
1223;Muskotályos;utca;XXII
1147;Must;utca;XIV
1116;Mustár;utca;XI
1101;Mutatványos;tér;X
1088;Múzeum;utca;VIII
1053;Múzeum;körút;V
1088;Múzeum;körút;VIII
1162;Muzsika;utca;XVI
1083;Muzsikus cigányok;parkja;VIII
1031;Muzsla;utca;III
1111;Műegyetem;rakpart;XI
1164;Műkő;utca;XVI
1164;Műszerész;utca;XVI
1223;Művelődés;utca;XXII
1121;Művész;út;XII
1007;Művész;sétány;Margitsziget
1164;Művezető;utca;XVI
1038;Nád;utca;III
1152;Nadály;utca;XV
1213;Nádas;utca;XXI
1097;Nádasdy;utca;IX
1183;Nádasdy;utca;XVIII
1192;Nádasdy;utca;XIX
1194;Nádasdy;utca;XIX
1195;Nádasdy;utca;XIX
1196;Nádasdy;utca;XIX
1029;Nádasdy Ferenc;utca;II
1048;Nádasdy Kálmán;utca;IV
1238;Nádas;part;XXIII
1154;Nádastó;utca;XV
1156;Nádastó;park;XV
1119;Náday Ferenc;utca;XI
1222;Nádirigó;utca;XXII
1029;Nádor;utca;II
1046;Nádor;utca;IV
1051;Nádor;utca;V
1161;Nádor;utca;XVI
1205;Nádor;utca;XX
1117;Nádorliget;utca;XI
1031;Nádszál;utca;III
1116;Nádudvar;utca;XI
1238;Nádvágó;utca;XXIII
1184;Nágocs;utca;XVIII
1194;Nagy Balogh János;utca;XIX
1072;Nagy Diófa;utca;VII
1201;Nagy Győri István;köz;XX
1201;Nagy Győri István;utca;XX
1055;Nagy Ignác;utca;V
1027;Nagy Imre;tér;II
1126;Nagy Jenő;utca;XII
1183;Nagy Jenő;utca;XVIII
1204;Nagykároly;utca;XX
1026;Nagy Lajos;tér;II
1192;Nagy Lajos;körút;XIX
1142;Nagy Lajos király;útja;XIV
1148;Nagy Lajos király;útja;XIV
1149;Nagy Lajos király;útja;XIV
1148;Nagy László;tér;XIV
1152;Nagysándor József;utca;XV
1026;Nagyajtai;utca;II
1185;Nagybánya;utca;XVIII
1025;Nagybányai;lépcső;II
1025;Nagybányai;út;II
1146;Nagybecskerek;tér;XIV
1146;Nagybecskerek;utca;XIV
1185;Nagybecskerek;utca;XVIII
1029;Nagyboldogasszony;tér;II
1237;Nagyboldogasszony;utca;XXIII
1182;Nagydobos;utca;XVIII
1123;Nagyenyed;utca;XII
1182;Nagyenyed;utca;XVIII
1194;Nagyenyed;utca;XIX
1084;Nagy Fuvaros;utca;VIII
1174;Nagy-Hangács;utca;XVII
1174;Nagy-Hangács;köz;XVII
1106;Nagyicce;utca;X
1163;Nagyicce;sor;XVI
1112;Nagyida;utca;XI
1112;Nagyida;köz;XI
1214;Nagykalapács;utca;XXI
1183;Nagykanizsa;utca;XVIII
1121;Nagykapos;utca;XII
1171;Nagy Károshíd;utca;XVII
1037;Nagykevély;utca;III
1119;Nagykikinda;utca;XI
1029;Nagykovácsi;út;II
1222;Nagy Kőbánya;utca;XXII
1188;Nagykőrösi;út;XVIII
1192;Nagykőrösi;út;XIX
1194;Nagykőrösi;út;XIX
1196;Nagykőrösi;út;XIX
1205;Nagykőrösi;út;XX
1237;Nagykőrösi;út;XXIII
1174;Nagylegelői;utca;XVII
1112;Nagymákfa;utca;XI
